input_row_key,input_company_name,candidate_company_name,location_score,name_score
362,DMA Research A/S,DMA International,216.3,42.42
362,DMA Research A/S,PrivacyWallet,316.81,13.79
362,DMA Research A/S,DMA Analytics,91.8,34.48
362,DMA Research A/S,Dansk Miljø Analyse,219.09,28.57
362,DMA Research A/S,Busk Demo,316.81,16.0
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,Amazon,334.71,5.56
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,YTL PowerSeraya,334.71,17.78
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,Asur Holdings,334.71,51.16
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,NTT Advanced Technology Singapore,334.71,50.79
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,RigNet Middle East FZE,65.38,30.77
373,Omd (M) Sdn. Bhd.,OMDM - Sklep Odzieżowy,71.72,35.9
373,Omd (M) Sdn. Bhd.,Communaute de Communes OMDM,88.2,20.0
373,Omd (M) Sdn. Bhd.,OMDM,88.2,38.1
373,Omd (M) Sdn. Bhd.,Ocean-Marais de Monts,88.2,31.58
373,Omd (M) Sdn. Bhd.,OMD World Imaging,159.17,37.5
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",SSGFC DISSOLUTION,106.55,14.29
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",Mr.OWhistle,93.53,12.0
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",Herrington Gate,254.31,48.15
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",TABLE ROCK CAPITAL,96.0,24.56
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",Orrick Herrington & Sutcliffe,113.69,85.29
393,PELATRO LIMITED,Pelatro,97.45,100.0
393,PELATRO LIMITED,Aspects of History,335.88,32.0
393,PELATRO LIMITED,Pelatro,97.45,100.0
393,PELATRO LIMITED,Pelatro Limited,97.45,100.0
397,PLESNER Advokatpartnerselskab,Jonas Plesner,316.81,33.33
397,PLESNER Advokatpartnerselskab,Konkurrenceretsforeningen,230.44,29.63
397,PLESNER Advokatpartnerselskab,Iben Plesner,316.81,34.15
397,PLESNER Advokatpartnerselskab,Plesners psykolog praksis,222.68,44.44
397,PLESNER Advokatpartnerselskab,Plesner,316.81,38.89
40,ANRITSU A/S,ANRITSU,97.65,77.78
40,ANRITSU A/S,Anteros Zagreb,78.55,43.48
40,ANRITSU A/S,Anritsu,80.17,77.78
40,ANRITSU A/S,Anritsu,97.65,77.78
40,ANRITSU A/S,Anritsu Hardware Co.Ltd,97.65,62.07
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,Pro Pakistani,99.27,53.33
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,ProPakistani,148.89,54.55
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,ProPakistani,286.67,54.55
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,ProPakistani,286.67,54.55
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,Private Helipad Ali Villa,187.8,24.56
408,DRAKA NORSK KABEL AS,Magnussen Spesialsko,331.64,15.79
408,DRAKA NORSK KABEL AS,Total Coating,331.64,25.81
408,DRAKA NORSK KABEL AS,Modul System,79.29,25.0
408,DRAKA NORSK KABEL AS,Antras,331.64,23.08
408,DRAKA NORSK KABEL AS,Celsa Steel Service,131.15,21.62
411,QCC INTERSCAN LTD,QCC Ltd.,242.83,44.44
411,QCC INTERSCAN LTD,QCC Global,245.54,43.48
411,QCC INTERSCAN LTD,Best buy cars,242.96,23.08
411,QCC INTERSCAN LTD,QCC,137.36,37.5
411,QCC INTERSCAN LTD,Interscan Transportation,236.63,48.65
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,Radio Jade,230.55,19.72
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,Radio Frequency Systems,329.7,54.76
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,KABSNAB-TELEKOM KST,54.92,12.5
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,Radio Frequency Systems GmbH,329.7,54.76
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,Radio Frequency Communications,136.01,44.94
429,RTTD LTD,RTTD,80.85,100.0
429,RTTD LTD,RTTD Studio,91.3,53.33
429,RTTD LTD,Rttd,47.6,100.0
430,BRINTH & HILLERUP A/S,Escape,318.89,14.81
430,BRINTH & HILLERUP A/S,Hillerup Brøndboring v Carlo Nielsen,132.26,38.6
430,BRINTH & HILLERUP A/S,WI Industrial Display,318.89,28.57
430,BRINTH & HILLERUP A/S,Hillerup Grafisk Design,151.82,50.0
430,BRINTH & HILLERUP A/S,Hillerup Gredstedbro,132.26,48.78
431,SAGEMCOM BROADBAND SAS,Sagemcom Broadband SAS.,100.85,96.97
431,SAGEMCOM BROADBAND SAS,Sagemcom,76.07,40.0
431,SAGEMCOM BROADBAND SAS,Sagemcom,94.71,40.0
431,SAGEMCOM BROADBAND SAS,Sagemcom,190.33,40.0
431,SAGEMCOM BROADBAND SAS,Sagemcom livraison,190.33,53.33
434,SALESFORCE.COM SINGAPORE PTE. LTD.,Trung tâm Manabie - Thủ Đức,78.44,29.63
434,SALESFORCE.COM SINGAPORE PTE. LTD.,LIVING OAKS,334.71,26.32
434,SALESFORCE.COM SINGAPORE PTE. LTD.,Salesforce,103.85,45.71
434,SALESFORCE.COM SINGAPORE PTE. LTD.,DancingMind,334.71,21.05
434,SALESFORCE.COM SINGAPORE PTE. LTD.,Digital Minds Group,129.47,26.09
439,SAP DANMARK A/S,Invoicery,316.81,10.0
439,SAP DANMARK A/S,SAP HANA,150.88,52.63
439,SAP DANMARK A/S,Mercedes-Benz,316.81,15.38
439,SAP DANMARK A/S,Køber Advokaten,316.81,21.43
439,SAP DANMARK A/S,SAP Basis,226.71,40.0
440,SAS INSTITUTE AS,SAS CTRL AS,144.35,52.17
440,SAS INSTITUTE AS,SAS Elektroservice,149.98,26.67
440,SAS INSTITUTE AS,SAS ELEKTRO,167.88,26.09
440,SAS INSTITUTE AS,SAS Institute,72.72,88.0
440,SAS INSTITUTE AS,Hoegheiendom,330.55,15.38
445,SFDC IRELAND LIMITED,Salesforce,103.7,40.0
445,SFDC IRELAND LIMITED,Slack,103.7,35.29
445,SFDC IRELAND LIMITED,SFDC,112.49,50.0
445,SFDC IRELAND LIMITED,SFDC,104.82,50.0
445,SFDC IRELAND LIMITED,Southside Friendly Dental Care,120.44,28.57
453,Siae Microelettronica Sdn. Bhd.,Siae Microelettronica Co.ltd,111.96,85.19
453,Siae Microelettronica Sdn. Bhd.,SIAE Microelettronica SAC.,69.94,83.64
453,Siae Microelettronica Sdn. Bhd.,Cube-Coms,235.12,5.26
453,Siae Microelettronica Sdn. Bhd.,SIAE Microelettronica do Brasil,99.13,80.65
453,Siae Microelettronica Sdn. Bhd.,SIAE MICROELETTRONICA,72.32,80.77
456,SIGNICAT AS,Signicat Webshop,78.07,74.07
456,SIGNICAT AS,Arntzen de Besche,150.0,14.29
456,SIGNICAT AS,Signicat,55.78,84.21
456,SIGNICAT AS,Kantega,150.0,22.22
456,SIGNICAT AS,OpenEcoPay,101.14,21.05
459,SiPM,School of Indian Percussion and Music,76.79,14.63
459,SiPM,SIPM,79.26,100.0
459,SiPM,Empresa de Servicios Sipm,50.72,29.63
459,SiPM,SIPM - Société IHEB des Portes Motorisées,72.19,17.78
459,SiPM,SIPM,99.42,100.0
460,Skillpower Services (Thailand) Co Ltd,FIRST CLASS LOGISTICS,331.92,23.53
460,Skillpower Services (Thailand) Co Ltd,ALE -Heavylift and Transport Thailand Co Ltd.,97.33,37.14
460,Skillpower Services (Thailand) Co Ltd,Dan Murdoch Risk Services,184.76,40.0
460,Skillpower Services (Thailand) Co Ltd,APICO,331.92,6.06
460,Skillpower Services (Thailand) Co Ltd,Softvision,331.92,35.0
468,"SoftwareONE Co., Ltd.",Comparex,50.58,27.27
468,"SoftwareONE Co., Ltd.",SoftwareOne,110.53,81.48
468,"SoftwareONE Co., Ltd.",Software One Inc.,80.15,86.67
468,"SoftwareONE Co., Ltd.",Software One,106.88,78.57
468,"SoftwareONE Co., Ltd.",Software One,53.4,78.57
470,SOFTWAREONE PTE. LTD.,Software One Inc.,94.75,81.25
470,SOFTWAREONE PTE. LTD.,Software One,53.17,73.33
470,SOFTWAREONE PTE. LTD.,SoftwareOne,110.53,75.86
470,SOFTWAREONE PTE. LTD.,Software One,77.74,73.33
470,SOFTWAREONE PTE. LTD.,Comparex,29.38,25.0
476,SQUARETRADE EUROPE LIMITED,Square Trade,75.38,73.33
476,SQUARETRADE EUROPE LIMITED,SquareTrade,88.57,75.86
476,SQUARETRADE EUROPE LIMITED,Square Trade,55.0,73.33
476,SQUARETRADE EUROPE LIMITED,SquareTrade,75.38,75.86
476,SQUARETRADE EUROPE LIMITED,Squaretrade,88.57,75.86
48,ARELION NORWAY AS,Arelion,95.56,58.33
48,ARELION NORWAY AS,Mixto As,330.55,40.0
48,ARELION NORWAY AS,Arelion Austria GmbH.,80.62,64.71
48,ARELION NORWAY AS,Arelion,58.91,58.33
48,ARELION NORWAY AS,Arelion,64.04,58.33
482,SUBEX (ASIA PACIFIC) PTE. LIMITED,Subex,79.39,33.33
482,SUBEX (ASIA PACIFIC) PTE. LIMITED,SUBEX,106.61,33.33
482,SUBEX (ASIA PACIFIC) PTE. LIMITED,Sadko,145.71,0.0
482,SUBEX (ASIA PACIFIC) PTE. LIMITED,Subex,103.54,33.33
482,SUBEX (ASIA PACIFIC) PTE. LIMITED,Subex,141.13,33.33
483,SUBEX (UK) LIMITED,SUBEX,82.2,66.67
483,SUBEX (UK) LIMITED,Subex,49.9,66.67
483,SUBEX (UK) LIMITED,Subex,102.94,66.67
483,SUBEX (UK) LIMITED,Subex,108.95,66.67
483,SUBEX (UK) LIMITED,Sadko,90.0,15.38
487,"SYNIVERSE COMMUNICATIONS, LLC",Syniverse,91.58,50.0
487,"SYNIVERSE COMMUNICATIONS, LLC",Syniverse Sales Kickoff,229.34,54.17
487,"SYNIVERSE COMMUNICATIONS, LLC",Syniverse,334.71,50.0
487,"SYNIVERSE COMMUNICATIONS, LLC",Syniverse,64.67,50.0
487,"SYNIVERSE COMMUNICATIONS, LLC",Syniverse Events,91.58,60.47
490,T/A POL AS,Tapoll,95.56,62.5
490,T/A POL AS,Tapol Centre de Santé,79.39,41.38
490,T/A POL AS,iSEKK,330.55,13.33
490,T/A POL AS,POL,330.55,46.15
490,T/A POL AS,TAPOL EGG PRODUCT,73.57,44.44
491,TALEND SINGAPORE PTE. LTD.,Talend Inc.,97.6,51.61
491,TALEND SINGAPORE PTE. LTD.,Talend India,74.47,57.14
491,TALEND SINGAPORE PTE. LTD.,Talend,84.74,41.38
491,TALEND SINGAPORE PTE. LTD.,Reed Tan Digital,334.71,15.38
491,TALEND SINGAPORE PTE. LTD.,Talend Canada,87.27,50.0
497,"TATA CONSULTANCY SERVICES LIMITED, FILIAL AF TATA CONSULTANCY SERVICES LTD.,INDIEN",Unity Line,61.39,17.95
497,"TATA CONSULTANCY SERVICES LIMITED, FILIAL AF TATA CONSULTANCY SERVICES LTD.,INDIEN",TATA SKO,316.81,15.79
497,"TATA CONSULTANCY SERVICES LIMITED, FILIAL AF TATA CONSULTANCY SERVICES LTD.,INDIEN",National Software Management,73.09,27.66
497,"TATA CONSULTANCY SERVICES LIMITED, FILIAL AF TATA CONSULTANCY SERVICES LTD.,INDIEN",Tata Consultancy Services Chile S.A.,85.91,58.59
497,"TATA CONSULTANCY SERVICES LIMITED, FILIAL AF TATA CONSULTANCY SERVICES LTD.,INDIEN",Prayagraj Services,40.22,26.19
500,TD SYNNEX Denmark ApS,Den Rullende Koks,280.44,31.58
500,TD SYNNEX Denmark ApS,Midtjysk Hundecenter,325.29,34.15
500,TD SYNNEX Denmark ApS,FiorDiVino,325.29,12.9
500,TD SYNNEX Denmark ApS,Auto IT A/S.,140.16,30.3
500,TD SYNNEX Denmark ApS,FSAutomobiler,280.44,18.75
504,Tech Mahindra Ict Services (Malaysia) Sdn. Bhd.,Munchkin Childcare Centre,333.14,30.56
504,Tech Mahindra Ict Services (Malaysia) Sdn. Bhd.,tech Action,147.91,34.48
504,Tech Mahindra Ict Services (Malaysia) Sdn. Bhd.,MyDialysis,333.14,28.07
504,Tech Mahindra Ict Services (Malaysia) Sdn. Bhd.,Tech Mahindra,333.14,43.33
504,Tech Mahindra Ict Services (Malaysia) Sdn. Bhd.,Aital Homenursing Care Services,333.14,35.9
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Iie Smu,89.09,13.16
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Ascio Status,76.61,19.75
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Ascio Technologies,201.57,41.38
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Gilfelt Revision,186.69,9.41
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",Digitalsero,201.57,17.5
512,TELENOR D.O.O. BEOGRAD,Telenor Franchise Brainz Communication,75.0,41.38
512,TELENOR D.O.O. BEOGRAD,Telenor banka atm,206.23,51.28
512,TELENOR D.O.O. BEOGRAD,Yettel bank,255.88,36.36
512,TELENOR D.O.O. BEOGRAD,Yettel,323.58,21.43
512,TELENOR D.O.O. BEOGRAD,TELENOR FRANCHISE MATTA SWAT,75.0,40.0
520,Telenor Magyarorszag Zrt.,GegeStore,131.22,20.0
520,Telenor Magyarorszag Zrt.,Yettel Business Blog,332.59,24.39
520,Telenor Magyarorszag Zrt.,Transilvania Trust Alapítvány,168.13,24.0
520,Telenor Magyarorszag Zrt.,Yettel Hungary,332.59,34.29
520,Telenor Magyarorszag Zrt.,Telenor mobil antenna,199.77,52.38
523,TELENOR PROCUREMENT COMPANY PTE. LTD.,Tata Steel Europe,95.32,28.57
523,TELENOR PROCUREMENT COMPANY PTE. LTD.,Telenor Asia,334.71,40.91
523,TELENOR PROCUREMENT COMPANY PTE. LTD.,Nokia sale,110.53,10.0
523,TELENOR PROCUREMENT COMPANY PTE. LTD.,Telenor Inpli Singapore,334.71,43.64
523,TELENOR PROCUREMENT COMPANY PTE. LTD.,Telenor,77.83,35.9
532,SETEC CARD A/S,SETEC,42.31,52.63
532,SETEC CARD A/S,SE-TEC,75.31,50.0
532,SETEC CARD A/S,SETEC,87.93,52.63
532,SETEC CARD A/S,SETEC,65.29,52.63
532,SETEC CARD A/S,Setec,96.42,52.63
536,TIETOEVRY TECH SERVICES NORWAY AS,Norwegian Cabin Services Norway As Avd Oslo Lufthavn Gardermoen,221.86,45.83
536,TIETOEVRY TECH SERVICES NORWAY AS,Tietoevry,69.68,42.86
536,TIETOEVRY TECH SERVICES NORWAY AS,Tietoevry Wearables,155.16,53.85
536,TIETOEVRY TECH SERVICES NORWAY AS,Tieto,69.68,26.32
536,TIETOEVRY TECH SERVICES NORWAY AS,Negotia,330.87,15.0
541,TPM DATA ApS,TPM Data,94.29,80.0
541,TPM DATA ApS,ECdox,218.98,11.76
541,TPM DATA ApS,Oticon A/S.,321.21,38.1
541,TPM DATA ApS,Andresen Marketing,218.98,6.67
541,TPM DATA ApS,Sundhed akupunktur,321.21,26.67
548,TT DOTCOM SDN. BHD.,TT DotCom Sdn. Bhd - Johor Operation Engineering Office,143.06,45.71
548,TT DOTCOM SDN. BHD.,MPCN,215.04,19.05
548,TT DOTCOM SDN. BHD.,TT Water,159.94,32.0
548,TT DOTCOM SDN. BHD.,INIAGA,210.37,9.52
548,TT DOTCOM SDN. BHD.,OUM,97.89,20.0
549,TT-NETVAERKET P/S,Karina Knudsen,316.81,12.9
549,TT-NETVAERKET P/S,Ordnung office hotel,316.81,10.81
549,TT-NETVAERKET P/S,Seagems group,42.65,28.57
549,TT-NETVAERKET P/S,TT Network,316.81,51.85
549,TT-NETVAERKET P/S,S.H. Juridisk Rådgivning,316.81,4.88
550,TUTELA TECHNOLOGIES LTD.,Tutela,325.2,44.44
550,TUTELA TECHNOLOGIES LTD.,Tutelacare,217.12,45.16
550,TUTELA TECHNOLOGIES LTD.,THPRRA,140.15,14.81
550,TUTELA TECHNOLOGIES LTD.,Tutela,142.42,44.44
550,TUTELA TECHNOLOGIES LTD.,Reward,83.41,14.81
552,UIPATH SRL,UiPath,72.16,100.0
552,UIPATH SRL,UiPath Foundation,331.18,52.17
552,UIPATH SRL,UiPath Dubai,71.58,66.67
552,UIPATH SRL,UiPath,66.1,100.0
552,UIPATH SRL,UiPath Immersion Lab,331.18,46.15
554,"UNITED INFORMATION HIGHWAY CO., LTD.",Highway Co. Ltd.,148.33,52.38
554,"UNITED INFORMATION HIGHWAY CO., LTD.",United States Sound,118.3,44.0
554,"UNITED INFORMATION HIGHWAY CO., LTD.",UIH,292.23,17.65
554,"UNITED INFORMATION HIGHWAY CO., LTD.",Highway Aut,167.72,38.1
554,"UNITED INFORMATION HIGHWAY CO., LTD.",WorldMedic,221.16,14.63
555,Ur Consult ApS,UrKonsalting Uridiceskie uslugi v Ul'anovske,48.17,29.63
555,Ur Consult ApS,Urconsult,85.95,73.68
555,Ur Consult ApS,Roested,322.68,31.58
555,Ur Consult ApS,Olesvej,322.68,10.53
555,Ur Consult ApS,Urconsult,74.67,73.68
557,VANTIVA TECHNOLOGIES,Vantiva,100.75,51.85
557,VANTIVA TECHNOLOGIES,Vantiva,217.47,51.85
557,VANTIVA TECHNOLOGIES,Vantiva Supply Chain Solutions,82.18,60.0
557,VANTIVA TECHNOLOGIES,Vantiva,90.3,51.85
557,VANTIVA TECHNOLOGIES,Vantiva,105.41,51.85
558,Vertiv (Malaysia) Sdn. Bhd.,VERTIV,60.81,36.36
558,Vertiv (Malaysia) Sdn. Bhd.,Vertiv,60.81,36.36
558,Vertiv (Malaysia) Sdn. Bhd.,Vertiv,94.31,36.36
558,Vertiv (Malaysia) Sdn. Bhd.,Vertiv,62.85,36.36
558,Vertiv (Malaysia) Sdn. Bhd.,Vertiv,73.06,36.36
559,"VERTIV (THAILAND) CO., LTD.",Vertiv,96.68,42.86
559,"VERTIV (THAILAND) CO., LTD.",Vertiv,92.09,42.86
559,"VERTIV (THAILAND) CO., LTD.",VERTIV,67.76,42.86
559,"VERTIV (THAILAND) CO., LTD.",Vertiv,67.76,42.86
559,"VERTIV (THAILAND) CO., LTD.",eti Conformity Services,77.79,13.95
561,VERTIV (SINGAPORE) PTE. LTD.,Vertiv,90.34,38.71
561,VERTIV (SINGAPORE) PTE. LTD.,Vertiv Technology,102.0,42.86
561,VERTIV (SINGAPORE) PTE. LTD.,VERTIV,102.0,38.71
561,VERTIV (SINGAPORE) PTE. LTD.,Vertiv,103.36,38.71
561,VERTIV (SINGAPORE) PTE. LTD.,2nd phase design,237.33,24.39
565,VOXOGO ApS,Hintly,316.81,0.0
565,VOXOGO ApS,Aplied AI,316.81,21.05
565,VOXOGO ApS,BullsEye Communication,316.81,6.67
565,VOXOGO ApS,Voxogo Aps. Store Kongensgade,316.81,51.28
565,VOXOGO ApS,Nordic ScaleUp ApS.,316.81,34.48
566,WATCHDATA TECHNOLOGIES PTE LTD,WATCHDATA TECHNOLOGIES,110.53,91.67
566,WATCHDATA TECHNOLOGIES PTE LTD,WATCHDATA TECHNOLOGIES,94.96,91.67
566,WATCHDATA TECHNOLOGIES PTE LTD,WATCHDATA TECHNOLOGIES,76.27,91.67
566,WATCHDATA TECHNOLOGIES PTE LTD,Watchdata,334.71,51.43
566,WATCHDATA TECHNOLOGIES PTE LTD,Watchdata,85.91,51.43
570,Wilke Markedsanalyse A/S,Wilke A S Aarhus,293.39,47.37
570,Wilke Markedsanalyse A/S,Foto Wilke,56.99,31.25
570,Wilke Markedsanalyse A/S,Wilke B.V.,76.73,41.38
570,Wilke Markedsanalyse A/S,Wilke Promotion,132.11,43.24
570,Wilke Markedsanalyse A/S,Wilke Immobilienbewertung,32.13,38.3
576,WTW REAL ESTATE SDN. BHD.,WTW Real Estate Sdn. Bhd.,119.84,100.0
576,WTW REAL ESTATE SDN. BHD.,WTW Real Estate Sdn. Bhd.,72.09,100.0
576,WTW REAL ESTATE SDN. BHD.,WTW Real Estate Sabah Sdn. Bhd.,119.8,92.59
576,WTW REAL ESTATE SDN. BHD.,CBRE WTW,331.14,18.18
576,WTW REAL ESTATE SDN. BHD.,Tsukamoto Musen,57.93,20.0
586,ZIFF DAVIS IRELAND LIMITED,Ziff Davis,92.47,71.43
586,ZIFF DAVIS IRELAND LIMITED,Ziff Davis,92.47,71.43
586,ZIFF DAVIS IRELAND LIMITED,Ziff Davis,92.47,71.43
586,ZIFF DAVIS IRELAND LIMITED,Ziff Davis,92.47,71.43
586,ZIFF DAVIS IRELAND LIMITED,Ziff Davis Inc.,92.47,73.33
591,ZTE NORWAY AS,Tannbuen,139.2,28.57
591,ZTE NORWAY AS,Polypure,330.87,9.52
591,ZTE NORWAY AS,Fornebu Kiropraktorsenter,330.87,15.79
591,ZTE NORWAY AS,Bwell Norge,330.87,41.67
591,ZTE NORWAY AS,Fabriscale,330.87,8.7
61,AWAN DISTRIBUTION FZC,AWAN DISTRIBUTION,53.42,89.47
61,AWAN DISTRIBUTION FZC,Max Lead Advertising,207.57,39.02
61,AWAN DISTRIBUTION FZC,ISDF,334.97,24.0
61,AWAN DISTRIBUTION FZC,Dar Molhimon,334.97,30.3
61,AWAN DISTRIBUTION FZC,Awan Building Contg LLC.,200.88,46.51
68,BCD TRAVEL ASIA PACIFIC PTE. LTD.,BCD Planet,87.1,25.0
68,BCD TRAVEL ASIA PACIFIC PTE. LTD.,BCD Engineering Services,334.71,33.33
68,BCD TRAVEL ASIA PACIFIC PTE. LTD.,BCD,69.32,18.18
68,BCD TRAVEL ASIA PACIFIC PTE. LTD.,Asia Pacific Travel Limited.,75.82,66.67
68,BCD TRAVEL ASIA PACIFIC PTE. LTD.,BCD Engineering,334.71,26.67
7,A.T. KEARNEY AB,Atab civiele techniek,113.95,22.22
7,A.T. KEARNEY AB,Jennies Hundsalong,157.59,12.9
7,A.T. KEARNEY AB,A&T VVS,146.27,27.27
7,A.T. KEARNEY AB,Kearney India,74.39,64.29
7,A.T. KEARNEY AB,AT RÖRSERVICE,143.53,42.86
82,Bynder Holding B.V.,Holding Kalden Projects,333.05,41.03
82,Bynder Holding B.V.,GatherContent,87.8,22.22
82,Bynder Holding B.V.,Bynder,106.96,54.55
82,Bynder Holding B.V.,Bynder,333.05,54.55
82,Bynder Holding B.V.,Bynder,84.56,54.55
95,CISCO INTERNATIONAL LIMITED,Cisco International Limited,97.99,100.0
95,CISCO INTERNATIONAL LIMITED,Cisco Systems London,236.74,45.71
95,CISCO INTERNATIONAL LIMITED,Cisco Blue,215.94,40.0
95,CISCO INTERNATIONAL LIMITED,Cisco repair services,242.96,44.44
95,CISCO INTERNATIONAL LIMITED,Cisco International,95.66,100.0
